GP Practice Code,GP Practice Name,UEC Site Code,UEC Site Name,duration
A88009,DR THORNILEY-WALKER & PARTNERS,RXPRD,SEAHAM PRIMARY CARE CENTRE,1061.1
A88016,COLLIERY COURT MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1061.1
A88009,DR THORNILEY-WALKER & PARTNERS,RNNBE,PENRITH HOSPITAL,5909.34
A88016,COLLIERY COURT MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5909.34
A88009,DR THORNILEY-WALKER & PARTNERS,RR7EN,QUEEN ELIZABETH HOSPITAL,727.52
A88016,COLLIERY COURT MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,727.52
A88009,DR THORNILEY-WALKER & PARTNERS,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1229.91
A88016,COLLIERY COURT MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1229.91
A88009,DR THORNILEY-WALKER & PARTNERS,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1782.05
A88016,COLLIERY COURT MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1782.05
A88009,DR THORNILEY-WALKER & PARTNERS,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,530.8
A88016,COLLIERY COURT MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,530.8
A88009,DR THORNILEY-WALKER & PARTNERS,R0B0X,SUNDERLAND EYE INFIRMARY,961.43
A88016,COLLIERY COURT MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,961.43
A88009,DR THORNILEY-WALKER & PARTNERS,RNNBD,KESWICK HOSPITAL,6967.13
A88016,COLLIERY COURT MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6967.13
A84006,ALNWICK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,3572.15
A84006,ALNWICK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,6610.02
A84006,ALNWICK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,3011.14
A84006,ALNWICK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,2681.74
A84006,ALNWICK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,4293.1
A84006,ALNWICK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,2923.15
A84006,ALNWICK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,3472.48
A84006,ALNWICK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,7667.81
A85611,PELAW MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1300.73
A85611,PELAW MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5582.71
A85611,PELAW MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,436.48
A85611,PELAW MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,876.3
A85611,PELAW MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2021.69
A85611,PELAW MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,776.56
A85611,PELAW MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1201.06
A85611,PELAW MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6640.5
A84028,SEATON PARK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,2482.33
A84028,SEATON PARK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5877.13
A84028,SEATON PARK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,2150.01
A84028,SEATON PARK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1746.1
A84028,SEATON PARK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,3203.29
A84028,SEATON PARK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1833.34
A84028,SEATON PARK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,2382.67
A84028,SEATON PARK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6934.91
A86018,THE GROVE MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1977.22
A86018,THE GROVE MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5022.05
A86018,THE GROVE MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,902.24
A86018,THE GROVE MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,572.84
A86018,THE GROVE MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2698.17
A86018,THE GROVE MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1497.19
A86018,THE GROVE MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1877.55
A86018,THE GROVE MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6079.83
A87006,49 MARINE AVENUE SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,2014.52
A87006,49 MARINE AVENUE SURGERY,RNNBE,PENRITH HOSPITAL,5896.17
A87006,49 MARINE AVENUE SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,1682.19
A87006,49 MARINE AVENUE SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1280.53
A87006,49 MARINE AVENUE SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2735.47
A87006,49 MARINE AVENUE SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1365.52
A87006,49 MARINE AVENUE SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1914.85
A87006,49 MARINE AVENUE SURGERY,RNNBD,KESWICK HOSPITAL,6953.96
A86023,BENFIELD PARK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1734.37
A86023,BENFIELD PARK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5365.61
A86023,BENFIELD PARK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1066.61
A86023,BENFIELD PARK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,355.23
A86023,BENFIELD PARK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2455.32
A86023,BENFIELD PARK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1085.38
A86023,BENFIELD PARK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1634.7
A86023,BENFIELD PARK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6423.39
A86013,DENTON PARK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,2183.74
A86013,DENTON PARK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,4578.7
A86013,DENTON PARK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1218.85
A86013,DENTON PARK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,889.44
A86013,DENTON PARK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2904.7
A86013,DENTON PARK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1777.05
A86013,DENTON PARK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,2084.07
A86013,DENTON PARK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,5636.48
A85021,SECOND STREET SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,1608.5
A85021,SECOND STREET SURGERY,RNNBE,PENRITH HOSPITAL,5063.52
A85021,SECOND STREET SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,401.36
A85021,SECOND STREET SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,666.26
A85021,SECOND STREET SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2329.45
A85021,SECOND STREET SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1128.47
A85021,SECOND STREET SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1508.83
A85021,SECOND STREET SURGERY,RNNBD,KESWICK HOSPITAL,6121.31
A89001,DEERNESS PARK MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,765.58
A89001,DEERNESS PARK MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,6238.37
A89001,DEERNESS PARK MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1361.06
A89001,DEERNESS PARK MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1872.22
A89001,DEERNESS PARK MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1627.36
A89001,DEERNESS PARK MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1178.96
A89001,DEERNESS PARK MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,203.82
A89001,DEERNESS PARK MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,7296.15
A84040,HUMSHAUGH & WARK MED GRP,RXPRD,SEAHAM PRIMARY CARE CENTRE,3413.11
A84040,HUMSHAUGH & WARK MED GRP,RNNBE,PENRITH HOSPITAL,3735.8
A84040,HUMSHAUGH & WARK MED GRP,RR7EN,QUEEN ELIZABETH HOSPITAL,2485.15
A84040,HUMSHAUGH & WARK MED GRP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,2235.8
A84040,HUMSHAUGH & WARK MED GRP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,4134.06
A84040,HUMSHAUGH & WARK MED GRP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,3112.91
A84040,HUMSHAUGH & WARK MED GRP,R0B0X,SUNDERLAND EYE INFIRMARY,3313.44
A84040,HUMSHAUGH & WARK MED GRP,RNNBD,KESWICK HOSPITAL,4725.36
A89034,PARK LANE PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,871.4
A89034,PARK LANE PRACTICE,RNNBE,PENRITH HOSPITAL,6246.59
A89034,PARK LANE PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,1302.59
A89034,PARK LANE PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1815.23
A89034,PARK LANE PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1701.43
A89034,PARK LANE PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1194.62
A89034,PARK LANE PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,243.47
A89034,PARK LANE PRACTICE,RNNBD,KESWICK HOSPITAL,7304.37
A84020,GUIDEPOST MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,2375.38
A84020,GUIDEPOST MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5721.13
A84020,GUIDEPOST MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,2043.06
A84020,GUIDEPOST MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1639.15
A84020,GUIDEPOST MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,3096.33
A84020,GUIDEPOST MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1726.39
A84020,GUIDEPOST MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,2275.71
A84020,GUIDEPOST MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6778.91
A88608,RAVENSWORTH SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,1411.26
A88608,RAVENSWORTH SURGERY,RNNBE,PENRITH HOSPITAL,6229.48
A88608,RAVENSWORTH SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,1078.52
A88608,RAVENSWORTH SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1524.94
A88608,RAVENSWORTH SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2132.21
A88608,RAVENSWORTH SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,336.92
A88608,RAVENSWORTH SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1311.59
A88608,RAVENSWORTH SURGERY,RNNBD,KESWICK HOSPITAL,7287.26
A84044,UNION BRAE & NORHAM PRAC,RXPRD,SEAHAM PRIMARY CARE CENTRE,5471.75
A84044,UNION BRAE & NORHAM PRAC,RNNBE,PENRITH HOSPITAL,7631.42
A84044,UNION BRAE & NORHAM PRAC,RR7EN,QUEEN ELIZABETH HOSPITAL,4910.75
A84044,UNION BRAE & NORHAM PRAC,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,4581.34
A84044,UNION BRAE & NORHAM PRAC,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,6192.7
A84044,UNION BRAE & NORHAM PRAC,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,4822.75
A84044,UNION BRAE & NORHAM PRAC,R0B0X,SUNDERLAND EYE INFIRMARY,5372.08
A84044,UNION BRAE & NORHAM PRAC,RNNBD,KESWICK HOSPITAL,8620.98
A85026,BEACON VIEW MEDICAL CENTRE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1353.92
A85026,BEACON VIEW MEDICAL CENTRE,RNNBE,PENRITH HOSPITAL,5444.13
A85026,BEACON VIEW MEDICAL CENTRE,RR7EN,QUEEN ELIZABETH HOSPITAL,194.49
A85026,BEACON VIEW MEDICAL CENTRE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,918.21
A85026,BEACON VIEW MEDICAL CENTRE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2074.87
A85026,BEACON VIEW MEDICAL CENTRE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1094.51
A85026,BEACON VIEW MEDICAL CENTRE,R0B0X,SUNDERLAND EYE INFIRMARY,1254.25
A85026,BEACON VIEW MEDICAL CENTRE,RNNBD,KESWICK HOSPITAL,6501.91
A86010,BIDDLESTONE HEALTH GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1774.35
A86010,BIDDLESTONE HEALTH GROUP,RNNBE,PENRITH HOSPITAL,5284.34
A86010,BIDDLESTONE HEALTH GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,973.59
A86010,BIDDLESTONE HEALTH GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,262.22
A86010,BIDDLESTONE HEALTH GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2495.31
A86010,BIDDLESTONE HEALTH GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1125.36
A86010,BIDDLESTONE HEALTH GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1674.69
A86010,BIDDLESTONE HEALTH GROUP,RNNBD,KESWICK HOSPITAL,6342.12
A84039,GAS HOUSE LANE SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,2626.02
A84031,GREYSTOKE SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,2626.02
A84039,GAS HOUSE LANE SURGERY,RNNBE,PENRITH HOSPITAL,5618.78
A84031,GREYSTOKE SURGERY,RNNBE,PENRITH HOSPITAL,5618.78
A84039,GAS HOUSE LANE SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,2065.02
A84031,GREYSTOKE SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,2065.02
A84039,GAS HOUSE LANE SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1735.62
A84031,GREYSTOKE SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1735.62
A84039,GAS HOUSE LANE SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,3346.98
A84031,GREYSTOKE SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,3346.98
A84039,GAS HOUSE LANE SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1977.03
A84031,GREYSTOKE SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1977.03
A84039,GAS HOUSE LANE SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,2526.36
A84031,GREYSTOKE SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,2526.36
A84039,GAS HOUSE LANE SURGERY,RNNBD,KESWICK HOSPITAL,6676.56
A84031,GREYSTOKE SURGERY,RNNBD,KESWICK HOSPITAL,6676.56
A89022,CONCORD MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1000.78
A89026,NEW WASHINGTON MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1000.78
A89010,THE STEPHENSON MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1000.78
A89022,CONCORD MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5619.16
A89026,NEW WASHINGTON MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5619.16
A89010,THE STEPHENSON MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5619.16
A89022,CONCORD MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,661.08
A89026,NEW WASHINGTON MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,661.08
A89010,THE STEPHENSON MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,661.08
A89022,CONCORD MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1263.07
A89026,NEW WASHINGTON MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1263.07
A89010,THE STEPHENSON MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1263.07
A89022,CONCORD MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1721.74
A89026,NEW WASHINGTON MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1721.74
A89010,THE STEPHENSON MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1721.74
A89022,CONCORD MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,819.24
A89026,NEW WASHINGTON MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,819.24
A89010,THE STEPHENSON MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,819.24
A89022,CONCORD MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,901.11
A89026,NEW WASHINGTON MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,901.11
A89010,THE STEPHENSON MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,901.11
A89022,CONCORD MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6676.94
A89026,NEW WASHINGTON MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6676.94
A89010,THE STEPHENSON MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6676.94
A88022,THE GLEN MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,1366.42
A88001,VICTORIA MEDICAL CENTRE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1366.42
A88603,THE PARK SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,1366.42
A88012,ELLISON VIEW SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,1366.42
A88022,THE GLEN MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5932.42
A88001,VICTORIA MEDICAL CENTRE,RNNBE,PENRITH HOSPITAL,5932.42
A88603,THE PARK SURGERY,RNNBE,PENRITH HOSPITAL,5932.42
A88012,ELLISON VIEW SURGERY,RNNBE,PENRITH HOSPITAL,5932.42
A88022,THE GLEN MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,786.18
A88001,VICTORIA MEDICAL CENTRE,RR7EN,QUEEN ELIZABETH HOSPITAL,786.18
A88603,THE PARK SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,786.18
A88012,ELLISON VIEW SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,786.18
A88022,THE GLEN MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1226.0
A88001,VICTORIA MEDICAL CENTRE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1226.0
A88603,THE PARK SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1226.0
A88012,ELLISON VIEW SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1226.0
A88022,THE GLEN MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2087.37
A88001,VICTORIA MEDICAL CENTRE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2087.37
A88603,THE PARK SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2087.37
A88012,ELLISON VIEW SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2087.37
A88022,THE GLEN MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,791.58
A88001,VICTORIA MEDICAL CENTRE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,791.58
A88603,THE PARK SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,791.58
A88012,ELLISON VIEW SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,791.58
A88022,THE GLEN MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,1266.75
A88001,VICTORIA MEDICAL CENTRE,R0B0X,SUNDERLAND EYE INFIRMARY,1266.75
A88603,THE PARK SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1266.75
A88012,ELLISON VIEW SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1266.75
A88022,THE GLEN MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,6990.2
A88001,VICTORIA MEDICAL CENTRE,RNNBD,KESWICK HOSPITAL,6990.2
A88603,THE PARK SURGERY,RNNBD,KESWICK HOSPITAL,6990.2
A88012,ELLISON VIEW SURGERY,RNNBD,KESWICK HOSPITAL,6990.2
A89027,SPRINGWELL MEDICAL GROUP,RXPRD,SEAHAM PRIMARY CARE CENTRE,917.57
A89024,THE BROADWAY MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,917.57
A89027,SPRINGWELL MEDICAL GROUP,RNNBE,PENRITH HOSPITAL,5980.3
A89024,THE BROADWAY MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5980.3
A89027,SPRINGWELL MEDICAL GROUP,RR7EN,QUEEN ELIZABETH HOSPITAL,1040.28
A89024,THE BROADWAY MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,1040.28
A89027,SPRINGWELL MEDICAL GROUP,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1551.44
A89024,THE BROADWAY MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1551.44
A89027,SPRINGWELL MEDICAL GROUP,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1638.52
A89024,THE BROADWAY MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,1638.52
A89027,SPRINGWELL MEDICAL GROUP,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,930.83
A89024,THE BROADWAY MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,930.83
A89027,SPRINGWELL MEDICAL GROUP,R0B0X,SUNDERLAND EYE INFIRMARY,357.95
A89024,THE BROADWAY MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,357.95
A89027,SPRINGWELL MEDICAL GROUP,RNNBD,KESWICK HOSPITAL,7038.08
A89024,THE BROADWAY MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,7038.08
A87011,BEAUMONT PARK SURGERY,RXPRD,SEAHAM PRIMARY CARE CENTRE,2005.43
A87011,BEAUMONT PARK SURGERY,RNNBE,PENRITH HOSPITAL,5804.51
A87011,BEAUMONT PARK SURGERY,RR7EN,QUEEN ELIZABETH HOSPITAL,1673.11
A87011,BEAUMONT PARK SURGERY,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,1269.2
A87011,BEAUMONT PARK SURGERY,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2726.39
A87011,BEAUMONT PARK SURGERY,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1356.44
A87011,BEAUMONT PARK SURGERY,R0B0X,SUNDERLAND EYE INFIRMARY,1905.77
A87011,BEAUMONT PARK SURGERY,RNNBD,KESWICK HOSPITAL,6862.29
A85023,TEAMS MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1680.75
A85023,TEAMS MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5080.36
A85023,TEAMS MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,617.23
A85023,TEAMS MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,773.6
A85023,TEAMS MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2401.71
A85023,TEAMS MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1322.77
A85023,TEAMS MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1581.08
A85023,TEAMS MEDICAL PRACTICE,RNNBD,KESWICK HOSPITAL,6138.15
A85013,MILLENNIUM FAMILY PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1558.18
A85614,THE BRIDGES MEDICAL PRACTICE,RXPRD,SEAHAM PRIMARY CARE CENTRE,1558.18
A85013,MILLENNIUM FAMILY PRACTICE,RNNBE,PENRITH HOSPITAL,5200.32
A85614,THE BRIDGES MEDICAL PRACTICE,RNNBE,PENRITH HOSPITAL,5200.32
A85013,MILLENNIUM FAMILY PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,398.87
A85614,THE BRIDGES MEDICAL PRACTICE,RR7EN,QUEEN ELIZABETH HOSPITAL,398.87
A85013,MILLENNIUM FAMILY PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,615.94
A85614,THE BRIDGES MEDICAL PRACTICE,RTDEN,MOLINEUX URGENT TREATMENT CENTRE,615.94
A85013,MILLENNIUM FAMILY PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2279.13
A85614,THE BRIDGES MEDICAL PRACTICE,RVWAA,UNIVERSITY HOSPITAL OF HARTLEPOOL,2279.13
A85013,MILLENNIUM FAMILY PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1078.15
A85614,THE BRIDGES MEDICAL PRACTICE,R0B0Q,SOUTH TYNESIDE DISTRICT HOSPITAL,1078.15
A85013,MILLENNIUM FAMILY PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1458.51
A85614,THE BRIDGES MEDICAL PRACTICE,R0B0X,SUNDERLAND EYE INFIRMARY,1458.51
A85013,MILLENNIUM FAMILY PRACTICE,RNNBD,KESWICK HOSPITAL,6258.1
